GeneID	classification
AT5G61290	Short Down–Long Up
AT5G62290	Long Up
AT5G62990	Long Up
AT5G64680	Long Up
AT5G66540	Long Up
AT1G06270	Long Up
AT1G06550	Long Up
AT1G07390	Short Down–Long Up
AT1G08220	Long Up
AT1G08610	Long Up
AT1G11475	Long Up
AT1G13270	Long Up
AT1G14130	Long Up
AT1G18800	Long Up
AT1G23140	Short Down–Long Up
AT1G23820	Long Up
AT1G31800	Long Up
AT1G34160	Long Up
AT1G34380	Long Up
AT1G55040	Short Down–Long Up
AT1G63810	Long Up
AT1G65690	Long Up
AT1G65700	Long Up
AT1G73770	Long Up
AT1G74560	Long Up
AT1G77030	Long Up
AT1G77420	Long Up
AT1G80270	Long Up
AT1G80720	Long Up
AT2G15000	Long Up
AT2G18220	Long Up
AT2G20530	Long Up
AT2G25355	Long Up
AT2G25570	Long Up
AT2G27510	Long Up
AT2G29200	Long Up
AT2G33210	Long Up
AT2G34357	Long Up
AT2G34640	Short Down–Long Up
AT2G37270	Long Up
AT2G37510	Long Up
AT2G37990	Long Up
AT2G40700	Long Up
AT2G47790	Long Up
AT2G47800	Long Up
AT3G03920	Long Up
AT3G04020	Long Up
AT3G05810	Long Up
AT3G06530	Long Up
AT3G07110	Long Up
AT3G10350	Long Up
AT3G10940	Long Up
AT3G12860	Long Up
AT3G14390	Long Up
AT3G18580	Short Down–Long Up
AT3G22660	Long Up
AT3G23620	Long Up
AT3G23710	Long Up
AT3G52390	Long Up
AT3G53560	Long Up
AT3G57150	Long Up
AT4G02990	Long Up
AT4G09730	Long Up
AT4G10450	Short Down–Long Up
AT4G16700	Long Up
AT4G24450	Long Up
AT4G26810	Short Down–Long Up
AT4G27340	Long Up
AT4G29840	Long Up
AT4G30530	Long Up
AT4G30840	Long Up
AT4G31120	Long Up
AT4G32520	Long Up
AT4G38150	Long Up
AT5G07730	Short Down–Long Up
AT5G14200	Short Down–Long Up
AT5G16060	Long Up
AT5G16750	Long Up
AT5G23535	Long Up
AT5G26570	Short Down–Long Up
AT5G27120	Long Up
AT5G50810	Long Up
AT5G52410	Long Up
AT5G58490	Long Up
AT5G59980	Long Up
AT5G64080	Long Up
AT5G66860	Long Up
AT5G67330	Long Up
AT1G04900	Short Down–Long Up
AT1G05750	Long Up
AT1G07420	Short Down–Long Up
AT1G10270	Long Up
AT1G10490	Long Up
AT1G13030	Long Up
AT1G16430	Long Up
AT1G18630	Long Up
AT1G20490	Short Down–Long Up
AT1G29250	Long Up
AT1G30680	Long Up
AT1G34030	Long Up
AT1G45110	Long Up
AT1G45332	Long Up
AT1G49410	Long Up
AT1G49540	Long Up
AT1G50450	Long Up
AT1G68470	Short Down–Long Up
AT1G76300	Long Up
AT1G77170	Short Down–Long Up
AT1G79150	Long Up
AT1G79560	Long Up
AT1G79470	Long Up
AT1G79490	Long Up
AT2G18330	Long Up
AT2G32220	Long Up
AT2G35370	Long Up
AT2G35605	Long Up
AT2G37260	Long Up
AT2G37540	Long Up
AT2G40010	Long Up
AT2G44640	Long Up
AT2G45030	Long Up
AT3G06920	Long Up
AT3G08770	Long Up
AT3G12520	Long Up
AT3G15080	Long Up
AT3G15460	Long Up
AT3G18680	Short Down–Long Up
AT3G18760	Long Up
AT3G19508	Long Up
AT3G21540	Long Up
AT3G22300	Long Up
AT3G22850	Long Up
AT3G26540	Long Up
AT3G29590	Long Up
AT3G44590	Long Up
AT3G52140	Long Up
AT3G55510	Long Up
AT3G56430	Long Up
AT3G57660	Long Up
AT3G58520	Short Down–Long Up
AT3G59650	Long Up
AT4G00630	Long Up
AT4G13850	Long Up
AT4G17610	Long Up
AT4G20010	Long Up
AT4G23620	Long Up
AT4G23760	Long Up
AT4G24175	Long Up
AT4G27490	Long Up
AT4G29510	Long Up
AT4G30990	Long Up
AT4G38440	Long Up
AT4G39470	Long Up
AT5G04885	Long Up
AT5G06360	Long Up
AT5G08180	Long Up
AT5G17990	Long Up
AT5G20160	Long Up
AT5G22650	Long Up
AT5G35530	Long Up
AT5G39840	Long Up
AT5G41970	Long Up
AT5G44230	Short Down–Long Up
AT5G48960	Long Up
AT5G53920	Long Up
AT5G56520	Long Up
AT5G62440	Long Up
AT5G63420	Short Down–Long Up
AT5G64150	Long Up
AT5G64650	Long Up
AT1G07070	Short Down–Long Up
AT1G15250	Long Up
AT1G15390	Long Up
AT1G16350	Long Up
AT1G17690	Long Up
AT1G18710	Short Down–Long Up
AT1G19290	Long Up
AT1G27400	Long Up
AT1G27680	Long Up
AT1G28530	Long Up
AT1G31010	Long Up
AT1G31817	Long Up
AT1G34360	Long Up
AT1G53645	Long Up
AT1G54340	Long Up
AT1G55490	Long Up
AT1G56110	Long Up
AT1G66520	Long Up
AT1G66920	Long Up
AT1G69070	Long Up
AT1G74410	Long Up
AT1G79390	Long Up
AT2G02880	Long Up
AT2G20060	Long Up
AT2G21340	Long Up
AT2G21440	Long Up
AT2G29760	Short Down–Long Up
AT2G35040	Short Down–Long Up
AT2G35720	Long Up
AT2G37020	Long Up
AT2G38550	Long Up
AT2G44120	Long Up
AT2G45560	Long Up
AT2G45710	Long Up
AT3G06790	Long Up
AT3G07440	Long Up
AT3G11964	Long Up
AT3G12270	Long Up
AT3G17465	Long Up
AT3G20390	Long Up
AT3G23570	Long Up
AT3G27180	Short Down–Long Up
AT3G28700	Long Up
AT3G44160	Long Up
AT3G53370	Long Up
AT3G55010	Short Down–Long Up
AT3G58180	Long Up
AT3G61520	Long Up
AT3G62580	Long Up
AT4G02400	Long Up
AT4G18750	Long Up
AT4G21910	Short Down–Long Up
AT4G29410	Long Up
AT4G30930	Long Up
AT4G32720	Long Up
AT4G33140	Long Up
AT4G33490	Short Down–Long Up
AT4G33495	Long Up
AT4G39940	Short Down–Long Up
AT5G02860	Long Up
AT5G04130	Long Up
AT5G08600	Short Down–Long Up
AT5G13270	Long Up
AT5G14050	Long Up
AT5G14600	Long Up
AT5G16420	Short Down–Long Up
AT5G17790	Long Up
AT5G18200	Long Up
AT5G18540	Short Down–Long Up
AT5G22840	Long Up
AT5G23300	Long Up
AT5G23690	Long Up
AT5G23810	Short Down–Long Up
AT5G26180	Long Up
AT5G26800	Long Up
AT5G40490	Long Up
AT5G52470	Long Up
AT5G53070	Long Up
AT5G57230	Long Up
AT5G60670	Long Up
AT5G61220	Long Up
AT5G64980	Long Up
AT5G66760	Long Up
AT5G67640	Short Down–Long Up
AT1G03530	Long Up
AT1G04480	Long Up
AT1G04710	Long Up
AT1G06560	Long Up
AT1G09100	Long Up
AT1G15480	Long Up
AT1G16000	Long Up
AT1G16870	Long Up
AT1G26660	Long Up
AT1G31220	Long Up
AT1G31970	Long Up
AT1G35320	Long Up
AT1G42440	Long Up
AT1G56150	Long Up
AT1G65150	Long Up
AT1G77550	Long Up
AT1G77940	Long Up
AT1G79230	Long Up
AT1G80880	Long Up
AT2G02150	Short Down–Long Up
AT2G02850	Long Up
AT2G14285	Long Up
AT2G16710	Long Up
AT2G18520	Short Down–Long Up
AT2G19870	Long Up
AT2G20020	Long Up
AT2G23040	Short Down–Long Up
AT2G30970	Long Up
AT2G32230	Long Up
AT2G32520	Long Up
AT3G06950	Long Up
AT3G07050	Long Up
AT3G13160	Long Up
AT3G15357	Long Up
AT3G29230	Long Up
AT3G47450	Long Up
AT3G47780	Long Up
AT3G49180	Long Up
AT3G52170	Short Down–Long Up
AT3G56340	Long Up
AT3G61780	Long Up
AT4G20930	Long Up
AT4G22770	Short Down–Long Up
AT4G23540	Long Up
AT4G26110	Long Up
AT4G26230	Long Up
AT4G28200	Long Up
AT4G31790	Long Up
AT4G34290	Short Down–Long Up
AT4G34540	Long Up
AT4G35050	Long Up
AT4G35850	Long Up
AT4G36680	Long Up
AT4G36760	Long Up
AT5G04600	Long Up
AT5G10080	Long Up
AT5G14590	Long Up
AT5G16620	Long Up
AT5G17710	Long Up
AT5G21970	Long Up
AT5G23900	Long Up
AT5G24060	Long Up
AT5G26110	Long Up
AT5G38720	Long Up
AT5G39960	Long Up
AT5G40660	Long Up
AT5G44785	Long Up
AT5G46920	Long Up
AT5G52390	Long Up
AT5G62050	Long Up
AT5G62190	Long Up
AT5G64420	Long Up
AT5G67630	Long Up
AT1G08640	Long Up
AT1G09830	Long Up
AT1G11430	Long Up
AT1G12050	Long Up
AT1G14410	Short Down–Long Up
AT1G15930	Long Up
AT1G28570	Short Down–Long Up
AT1G32260	Long Up
AT1G45230	Long Up
AT1G49380	Long Up
AT1G50000	Long Up
AT1G52000	Long Up
AT1G65290	Long Up
AT1G66670	Long Up
AT1G68730	Long Up
AT1G71460	Long Up
AT1G72090	Long Up
AT1G72440	Long Up
AT1G73177	Short Down–Long Up
AT1G74210	Short Down–Long Up
AT2G16990	Long Up
AT2G28450	Long Up
AT2G31170	Long Up
AT2G35790	Long Up
AT2G36250	Long Up
AT2G39670	Short Down–Long Up
AT2G40080	Short Down–Long Up
AT2G44280	Long Up
AT2G47580	Long Up
AT3G02570	Short Down–Long Up
AT3G04650	Long Up
AT3G08870	Long Up
AT3G10050	Long Up
AT3G11750	Short Down–Long Up
AT3G13330	Long Up
AT3G16360	Long Up
AT3G18510	Long Up
AT3G46560	Long Up
AT3G48870	Long Up
AT3G55605	Long Up
AT3G56680	Long Up
AT3G57180	Long Up
AT3G58930	Long Up
AT4G00930	Long Up
AT4G02230	Long Up
AT4G02340	Long Up
AT4G11120	Long Up
AT4G12460	Short Down–Long Up
AT4G13650	Short Down–Long Up
AT4G28210	Long Up
AT4G29430	Long Up
AT4G34200	Long Up
AT5G03800	Short Down–Long Up
AT5G05200	Long Up
AT5G07950	Long Up
AT5G09770	Long Up
AT5G15810	Long Up
AT5G16140	Long Up
AT5G19540	Long Up
AT5G35220	Short Down–Long Up
AT5G37590	Long Up
AT5G40160	Long Up
AT5G44720	Long Up
AT5G46580	Short Down–Long Up
AT5G47870	Long Up
AT1G06190	Long Up
AT1G07615	Long Up
AT1G20140	Long Up
AT1G21650	Long Up
AT1G23190	Long Up
AT1G44760	Short Down–Long Up
AT1G47395	Short Down–Long Up
AT1G47400	Short Down–Long Up
AT1G47820	Short Down–Long Up
AT1G65032	Long Up
AT1G70350	Long Up
AT1G76820	Long Up
AT1G77670	Long Up
AT1G78140	Long Up
AT2G03980	Long Up
AT2G05840	Long Up
AT2G18410	Long Up
AT2G18940	Short Down–Long Up
AT2G37200	Long Up
AT2G37220	Long Up
AT2G38780	Long Up
AT2G39710	Short Down–Long Up
AT2G46100	Long Up
AT2G47010	Short Down–Long Up
AT3G03890	Long Up
AT3G10200	Long Up
AT3G21110	Short Down–Long Up
AT3G26060	Long Up
AT3G47860	Long Up
AT3G51030	Long Up
AT3G61200	Long Up
AT4G09760	Long Up
AT5G08400	Long Up
AT5G12220	Long Up
AT5G22790	Long Up
AT5G24970	Long Up
AT5G27890	Long Up
AT5G53080	Long Up
AT5G54770	Long Up
AT5G57590	Long Up
AT5G58210	Short Down–Long Up
AT5G64760	Long Up
AT1G22830	Short Down–Long Up
AT1G53280	Long Up
AT1G54310	Long Up
AT1G55740	Long Up
AT1G60730	Long Up
AT1G65820	Long Up
AT1G77920	Long Up
AT2G15820	Long Up
AT2G19450	Short Down–Long Up
AT2G21590	Long Up
AT2G21860	Long Up
AT2G23470	Long Up
AT2G25270	Long Up
AT2G25870	Long Up
AT3G02990	Short Down–Long Up
AT3G04550	Short Down–Long Up
AT3G04600	Long Up
AT3G12700	Short Down–Long Up
AT3G47520	Long Up
AT3G49890	Long Up
AT3G63380	Short Down–Long Up
AT4G02760	Long Up
AT4G16390	Short Down–Long Up
AT4G20760	Long Up
AT4G31290	Short Down–Long Up
AT4G37030	Long Up
AT5G02240	Long Up
AT5G08740	Long Up
AT5G14105	Long Up
AT5G17210	Long Up
AT5G19030	Long Up
AT5G20510	Long Up
AT5G20980	Short Down–Long Up
AT5G24760	Long Up
AT5G29000	Long Up
AT5G40670	Long Up
AT5G42890	Long Up
AT5G54180	Short Down–Long Up
AT5G55510	Short Down–Long Up
AT5G63010	Short Down–Long Up
AT1G03820	Short Down–Long Up
AT1G13609	Frequent
AT1G22960	Long Up
AT1G32940	Long Up
AT1G33265	Short Down–Long Up
AT1G53200	Short Down–Long Up
AT1G66240	Long Up
AT1G70310	Long Up
AT1G74590	Long Up
AT1G75200	Long Up
AT2G03140	Long Up
AT2G04360	Long Up
AT2G16700	Short Down–Long Up
AT2G17270	Long Up
AT2G33620	Long Up
AT2G34470	Long Up
AT2G37300	Short Down–Long Up
AT2G38823	Long Up
AT2G41240	Short Down–Long Up
AT2G47000	Short Down–Long Up
AT3G15180	Long Up
AT3G19620	Long Up
AT3G20540	Long Up
AT3G23400	Long Up
AT3G26630	Long Up
AT3G48000	Long Up
AT3G48350	Long Up
AT3G52880	Long Up
AT3G53700	Long Up
AT3G55030	Long Up
AT3G57630	Long Up
AT4G03410	Long Up
AT4G14800	Long Up
AT4G32910	Long Up
AT4G34860	Long Up
AT4G36910	Long Up
AT4G37680	Long Up
AT5G18290	Short Down–Long Up
AT5G24280	Short Down–Long Up
AT5G24650	Long Up
AT5G40580	Long Up
AT5G42850	Long Up
AT5G47630	Short Down–Long Up
AT5G51010	Long Up
AT5G54840	Long Up
AT5G58920	Long Up
AT5G59440	Long Up
AT5G64350	Long Up
AT5G66120	Long Up
AT5G66140	Long Up
AT1G02520	Short Down–Long Up
AT1G02750	Long Up
AT1G07450	Long Up
AT1G17170	Short Down–Long Up
AT1G17180	Short Down–Long Up
AT1G48850	Long Up
AT1G52700	Short Down–Long Up
AT1G53850	Long Up
AT1G64110	Long Up
AT1G71180	Short Down–Long Up
AT1G78340	Long Up
AT1G79210	Long Up
AT2G04040	Long Up
AT2G15490	Long Up
AT2G22260	Long Up
AT2G22780	Long Up
AT2G26260	Long Up
AT2G45300	Long Up
AT3G04380	Long Up
AT3G06510	Long Up
AT3G11170	Long Up
AT3G12490	Long Up
AT3G22630	Long Up
AT3G23790	Short Down–Long Up
AT3G24506	Long Up
AT3G50070	Long Up
AT3G57010	Long Up
AT3G60810	Long Up
AT4G03020	Long Up
AT4G08290	Short Down–Long Up
AT4G19030	Short Down–Long Up
AT4G28640	Long Up
AT4G29040	Long Up
AT4G39540	Long Up
AT4G39740	Short Down–Long Up
AT5G03455	Long Up
AT5G14780	Long Up–Down
AT5G15240	Long Up
AT5G20620	Long Up
AT5G22460	Short Down–Long Up
AT5G41210	Long Up
AT5G43140	Long Up
AT1G15215	Long Up
AT1G27030	Long Up
AT1G28140	Long Up
AT1G75730	Short Down–Long Up
AT2G15220	Long Up
AT2G43180	Long Up
AT2G44760	Long Up
AT3G26070	Long Up
AT3G56970	Frequent
AT3G63000	Long Up
AT3G63520	Long Up
AT4G13360	Long Up
AT4G16250	Long Up
AT4G17030	Long Up
AT4G27780	Long Up
AT5G42390	Long Up
AT5G43430	Long Up
AT5G47880	Long Up
AT5G51730	Long Up
AT5G56150	Long Up
AT5G59290	Long Up
AT5G63135	Long Up
AT5G65720	Long Up
AT1G04350	Long Up
AT1G12030	Long Up
AT1G13090	Long Up
AT1G18970	Short Down–Long Up
AT1G25530	Short Down–Long Up
AT1G33490	Long Up
AT2G03430	Long Up
AT2G19860	Long Up
AT2G27550	Long Up
AT2G32487	Long Up
AT2G44460	Short Down–Long Up
AT2G46910	Long Up
AT2G47600	Long Up
AT3G09250	Short Down–Long Up
AT3G10270	Short Down–Long Up
AT3G26340	Long Up
AT3G27200	Long Up
AT3G51260	Long Up
AT3G62820	Long Up
AT4G15955	Long Up
AT4G16330	Long Up
AT4G19810	Short Down–Long Up
AT4G22260	Long Up
AT4G27990	Long Up
AT4G33780	Long Up
AT4G34730	Short Down–Long Up
AT4G36430	Long Up
AT4G39960	Short Down–Long Up
AT5G02790	Long Up
AT5G10510	Long Up
AT5G15630	Long Up
AT5G20180	Long Up
AT5G23540	Long Up
AT5G42790	Long Up
AT5G54690	Long Up
AT5G66390	Long Up
AT1G03770	Short Down–Long Up
AT1G05060	Long Up
AT1G11910	Long Up
AT1G28150	Long Up
AT2G16570	Long Up
AT2G36350	Long Up
AT2G46580	Long Up
AT2G46915	Long Up
AT3G08040	Long Up
AT3G16230	Long Up
AT3G59490	Long Up
AT4G04850	Long Up
AT4G22070	Long Up
AT5G16450	Long Up
AT5G19550	Long Up
AT5G39040	Long Up
AT5G43280	Long Up
AT5G48370	Long Up
AT5G51890	Long Up
AT2G26440	Short–Long Down
AT1G22570	Short–Long Down
AT5G37600	Long Down
AT1G51790	Short–Long Down
AT3G61280	Short–Long Down
AT4G11320	Short–Long Down
AT2G31010	Short–Long Down
AT4G24350	Long Down
AT2G42760	Short–Long Down
AT1G18740	Short–Long Down
AT2G30870	Long Down
AT3G53800	Short–Long Down
AT4G39030	Long Down
AT5G11670	Short–Long Down
AT5G49015	Short–Long Down
AT4G04330	Short–Long Down
AT4G26070	Short–Long Down
AT5G62350	Short–Long Down
AT1G08890	Short–Long Down
AT1G59590	Long Down
AT1G70820	Short–Long Down
AT2G31800	Short–Long Down
AT3G50700	Short–Long Down
AT4G23130	Short–Long Down
AT5G23510	Short–Long Down
AT5G43440	Short–Long Down
AT5G52882	Short–Long Down
AT1G16400	Short–Long Down
AT1G21270	Short–Long Down
AT1G51940	Short–Long Down
AT3G22231	Short–Long Down
AT4G01390	Short–Long Down
AT4G31050	Short–Long Down
AT4G35750	Long Down
AT5G42530	Long Down
AT5G61520	Short–Long Down
AT5G62360	Short–Long Down
AT1G14170	Short–Long Down
AT1G20693	Short–Long Down
AT1G20840	Short–Long Down
AT1G63880	Short–Long Down
AT1G70690	Long Down
AT1G75960	Short–Long Down
AT2G02100	Short–Long Down
AT2G15042	Short–Long Down
AT2G25510	Short–Long Down
AT2G32160	Long Down
AT3G04210	Short–Long Down
AT3G07320	Short–Long Down
AT3G18080	Short–Long Down
AT3G22235	Short–Long Down
AT3G45260	Short–Long Down
AT4G27440	Short–Long Down
AT1G02300	Short–Long Down
AT1G05805	Short–Long Down
AT1G07620	Long Down
AT1G08980	Short–Long Down
AT1G13750	Short–Long Down
AT1G30900	Short–Long Down
AT1G51800	Short–Long Down
AT1G54010	Short–Long Down
AT1G72890	Long Down
AT2G04450	Short–Long Down
AT3G25600	Short–Long Down
AT3G26740	Short–Long Down
AT4G18253	Short–Long Down
AT4G22305	Short–Long Down
AT4G32340	Short–Long Down
AT5G06690	Short–Long Down
AT5G16190	Short–Long Down
AT5G23010	Long Down
AT5G37260	Short–Long Down
AT5G54610	Short–Long Down
AT1G02360	Short–Long Down
AT1G28290	Long Down
AT1G56120	Short–Long Down
AT2G06925	Short–Long Down
AT2G17290	Long Down
AT2G37678	Short–Long Down
AT3G04910	Short–Long Down
AT3G15950	Short–Long Down
AT3G16400	Long Down
AT3G25010	Short–Long Down
AT3G48080	Short–Long Down
AT4G14400	Short–Long Down
AT4G15233	Short–Long Down
AT4G27900	Short–Long Down
AT4G28230	Short–Long Down
AT5G05460	Short–Long Down
AT5G19250	Short–Long Down
AT5G42250	Short–Long Down
AT5G48450	Short–Long Down
AT5G50950	Short–Long Down
AT5G55930	Short–Long Down
AT5G59670	Long Down
AT5G64620	Short–Long Down
AT1G17430	Short–Long Down
AT1G52200	Short–Long Down
AT1G69370	Short–Long Down
AT2G22170	Long Down
AT2G22830	Short–Long Down
AT2G27385	Short–Long Down
AT2G42040	Short–Long Down
AT3G14050	Short–Long Down
AT3G14310	Short–Long Down
AT3G16460	Short–Long Down
AT3G28540	Long Down
AT3G46370	Short–Long Down
AT3G55950	Long Down
AT3G60180	Short–Long Down
AT4G05150	Short–Long Down
AT4G11900	Short–Long Down
AT5G12950	Short–Long Down
AT5G25260	Short–Long Down
AT5G49680	Long Down
AT5G54190	Short–Long Down
AT5G60950	Long Down
AT5G64410	Short–Long Down
AT1G03210	Long Down
AT1G05570	Short–Long Down
AT1G07050	Short–Long Down
AT1G12090	Short–Long Down
AT1G17970	Short–Long Down
AT1G20010	Short–Long Down
AT1G25450	Long Down
AT1G58270	Short–Long Down
AT1G64370	Long Down
AT1G70530	Short–Long Down
AT1G75380	Short–Long Down
AT2G14560	Short–Long Down
AT2G19590	Long Down
AT2G25000	Short–Long Down
AT2G27920	Short–Long Down
AT2G30990	Short–Long Down
AT2G34430	Short–Long Down
AT2G40750	Short–Long Down
AT3G06300	Long Down
AT3G10520	Short–Long Down
AT3G45860	Short–Long Down
AT4G03210	Short–Long Down
AT4G15830	Short–Long Down
AT4G21740	Long Down
AT4G25110	Short–Long Down
AT4G25620	Short–Long Down
AT4G25940	Short–Long Down
AT4G30690	Short–Long Down
AT4G33270	Short–Long Down
AT5G03350	Short–Long Down
AT5G07820	Short–Long Down
AT5G09220	Short–Long Down
AT5G11610	Short–Long Down
AT5G14920	Short–Long Down
AT5G19140	Short–Long Down
AT5G42860	Short–Long Down
AT5G45510	Short–Long Down
AT5G45670	Long Down
AT5G47500	Short–Long Down
AT5G58670	Short–Long Down
AT5G59780	Short–Long Down
AT1G01300	Short–Long Down
AT1G03990	Short–Long Down
AT1G06830	Short–Long Down
AT1G08550	Long Down
AT1G12020	Short–Long Down
AT1G18370	Short–Long Down
AT1G19960	Short–Long Down
AT1G22650	Short–Long Down
AT1G25275	Short–Long Down
AT1G34760	Short–Long Down
AT1G56220	Short–Long Down
AT1G66940	Short–Long Down
AT1G69040	Short–Long Down
AT1G72180	Short–Long Down
AT1G74710	Long Down
AT1G75190	Short–Long Down
AT2G39310	Long Down
AT2G41090	Short–Long Down
AT3G03130	Short–Long Down
AT3G12870	Short–Long Down
AT3G15550	Short–Long Down
AT3G23890	Short–Long Down
AT3G50740	Short–Long Down
AT3G51330	Long Down
AT3G55646	Short–Long Down
AT3G56980	Short–Long Down
AT3G58810	Long Down
AT3G60330	Short–Long Down
AT4G00300	Short–Long Down
AT4G01720	Short–Long Down
AT4G04695	Short–Long Down
AT4G20430	Short–Long Down
AT4G23800	Short–Long Down
AT4G25240	Long Down
AT4G25990	Short–Long Down
AT4G26660	Short–Long Down
AT4G31500	Short–Long Down
AT4G33625	Short–Long Down
AT4G37490	Short–Long Down
AT5G01830	Short–Long Down
AT5G02160	Short–Long Down
AT5G05250	Short–Long Down
AT5G06150	Short–Long Down
AT5G07770	Long Down
AT5G08330	Short–Long Down
AT5G20400	Short–Long Down
AT5G25090	Short–Long Down
AT5G27920	Short–Long Down
AT5G43910	Short–Long Down
AT5G44060	Long Down
AT5G45700	Short–Long Down
AT5G45840	Long Down
AT5G46330	Short–Long Down
AT5G50375	Short–Long Down
AT5G63850	Long Down
AT5G65310	Short–Long Down
AT1G02730	Short–Long Down
AT1G14210	Long Down
AT1G21050	Long Down
AT1G22890	Short–Long Down
AT1G27020	Short–Long Down
AT1G27210	Short–Long Down
AT1G33811	Long Down
AT1G53035	Short–Long Down
AT1G53140	Short–Long Down
AT1G55260	Long Down
AT1G66970	Short–Long Down
AT1G72970	Long Down
AT1G75780	Short–Long Down
AT1G76090	Short–Long Down
AT1G76160	Short–Long Down
AT1G80280	Short–Long Down
AT2G04170	Long Down
AT2G05380	Long Down
AT2G07180	Short–Long Down
AT2G14247	Short–Long Down
AT2G17450	Short–Long Down
AT2G26760	Short–Long Down
AT2G32100	Short–Long Down
AT2G38995	Short–Long Down
AT2G40600	Long Down
AT2G42380	Short–Long Down
AT2G46440	Short–Long Down
AT2G46550	Short–Long Down
AT3G02640	Short–Long Down
AT3G04290	Short–Long Down
AT3G10260	Short–Long Down
AT3G14840	Short–Long Down
AT3G18290	Short–Long Down
AT3G20015	Short–Long Down
AT3G23080	Short–Long Down
AT3G23670	Short–Long Down
AT3G23730	Short–Long Down
AT3G26320	Short–Long Down
AT3G46320	Short–Long Down
AT3G52500	Short–Long Down
AT3G53680	Short–Long Down
AT3G58120	Short–Long Down
AT3G59570	Short–Long Down
AT3G60290	Short–Long Down
AT3G62630	Short–Long Down
AT4G00955	Short–Long Down
AT4G01750	Short–Long Down
AT4G02850	Short–Long Down
AT4G04570	Short–Long Down
AT4G05190	Short–Long Down
AT4G21820	Long Down
AT4G27470	Short–Long Down
AT4G30710	Short–Long Down
AT4G33980	Short–Long Down
AT4G34250	Short–Long Down
AT4G35730	Short–Long Down
AT5G02680	Short–Long Down
AT5G08520	Short–Long Down
AT5G15530	Long Down
AT5G17160	Short–Long Down
AT5G18210	Short–Long Down
AT5G39320	Short–Long Down
AT5G44820	Short–Long Down
AT5G46230	Short–Long Down
AT5G48310	Short–Long Down
AT5G57655	Short–Long Down
AT5G59680	Short–Long Down
AT5G61250	Short–Long Down
AT5G62630	Short–Long Down
AT5G63620	Short–Long Down
AT1G03400	Long Down
AT1G04800	Short–Long Down
AT1G08560	Long Down
AT1G09195	Short–Long Down
AT1G09780	Short–Long Down
AT1G10200	Short–Long Down
AT1G10657	Short–Long Down
AT1G11000	Long Down
AT1G11303	Short–Long Down
AT1G11440	Short–Long Down
AT1G11545	Short–Long Down
AT1G11670	Short–Long Down
AT1G11850	Short–Long Down
AT1G14790	Short–Long Down
AT1G23790	Short–Long Down
AT1G27100	Short–Long Down
AT1G27130	Long Down
AT1G28660	Short–Long Down
AT1G30420	Short–Long Down
AT1G35180	Long Down
AT1G37130	Short–Long Down
AT1G52280	Short–Long Down
AT1G52290	Short–Long Down
AT1G52750	Short–Long Down
AT1G56010	Short–Long Down
AT1G64330	Short–Long Down
AT1G67800	Short–Long Down
AT1G72510	Long Down
AT1G72645	Short–Long Down
AT1G74680	Short–Long Down
AT1G74790	Long Down
AT1G78970	Short–Long Down
AT2G02020	Short–Long Down
AT2G05520	Long Down
AT2G25220	Short–Long Down
AT2G25250	Short–Long Down
AT2G28620	Short–Long Down
AT2G31810	Long Down
AT2G34190	Short–Long Down
AT2G34150	Short–Long Down
AT2G36430	Short–Long Down
AT2G39920	Short–Long Down
AT2G40110	Short–Long Down
AT2G40640	Short–Long Down
AT2G41560	Short–Long Down
AT2G42320	Short–Long Down
AT2G42840	Long Down
AT2G48030	Short–Long Down
AT3G05160	Short–Long Down
AT3G06145	Short–Long Down
AT3G07010	Short–Long Down
AT3G08670	Short–Long Down
AT3G09260	Short–Long Down
AT3G13065	Short–Long Down
AT3G13450	Long Down
AT3G16420	Short–Long Down
AT3G17185	Short–Long Down
AT3G19190	Short–Long Down
AT3G19553	Short–Long Down
AT3G21530	Short–Long Down
AT3G26180	Short–Long Down
AT3G45650	Short–Long Down
AT3G47010	Short–Long Down
AT3G48115	Short–Long Down
AT3G50270	Short–Long Down
AT3G50630	Short–Long Down
AT3G51740	Short–Long Down
AT3G56480	Short–Long Down
AT3G58100	Short–Long Down
AT3G62150	Short–Long Down
AT3G62370	Short–Long Down
AT3G62660	Short–Long Down
AT4G00330	Short–Long Down
AT4G04955	Short–Long Down
AT4G09460	Short–Long Down
AT4G09990	Long Down
AT4G20260	Short–Long Down
AT4G20780	Short–Long Down
AT4G25780	Short–Long Down
AT4G27740	Short–Long Down
AT4G28710	Short–Long Down
AT4G29690	Short–Long Down
AT4G30190	Short–Long Down
AT4G31840	Short–Long Down
AT4G34900	Short–Long Down
AT4G35030	Short–Long Down
AT4G36410	Short–Long Down
AT4G37450	Short–Long Down
AT5G03870	Short–Long Down
AT5G04530	Short–Long Down
AT5G06270	Short–Long Down
AT5G16250	Short–Long Down
AT5G24490	Short–Long Down
AT5G40170	Short–Long Down
AT5G40450	Short–Long Down
AT5G41920	Short–Long Down
AT5G44130	Short–Long Down
AT5G45490	Short–Long Down
AT5G45500	Short–Long Down
AT5G53450	Short–Long Down
AT5G53730	Short–Long Down
AT5G58900	Short–Long Down
AT5G58940	Long Down
AT5G60860	Long Down
AT5G62550	Short–Long Down
AT5G63470	Short–Long Down
AT5G65210	Short–Long Down
AT1G03780	Short–Long Down
AT1G03870	Short–Long Down
AT1G04040	Short–Long Down
